"","X","id","texts","date1","days","from_id","owner_id","post_type","pol","name","maidan","capturesep","charle"
"506",19410,40352,"Итоги конкурса к 8 марта от [club43636290|г. Славянск - лучший город!]

В конкурсе одно призовое место и достаточно с большим отрывом его занимает [id13188965|Анжела Паринова], результат 309 голосов. 

Приз от партнера конкурса [club47267162|3D КИНОЗАЛ ""АНДРЕЕВСКИЙ""] пригласительная 3D фильм на двоих.

Поздравляем победительницу и желаем новых ярких побед!)

[club43636290|г. Славянск - лучший город!]","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",403
"507",19412,40343,"Фоторепортаж: В Славянске открыли мемориальную доску памяти Шевченко

Альбом: https://vk.com/album-43636290_190063055

Источник: [id26302121|Сергей Ковалёв]","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",156
"508",19416,40332,"Цветочный рынок готов к субботнему наплыву мужчин

Вот и наступило время мужскому населению Славянска ответить женщинам на поздравления с 23 февраля — на носу 8 марта. В канун праздника весны журналисты «ТВ плюс» разведали, в какую сумму мужчины смогут уложиться при покупке цветов.

http://tvplus.dn.ua/pg/news/6/full/id=11861;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",328
"509",19417,40323,"Сбор, продажа и покупка первоцветов чревата штрафами

В конце февраля славянская транспортная милиция объявила операцию «Первоцвет-2014».

http://tvplus.dn.ua/pg/news/6/full/id=11881;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",183
"510",19419,40314,"Розы оградят от ног

Неля Штепа поручила профильному заместителю рассмотреть вопрос об установке ограждения вокруг клумб на центральной площади, где прошлой осенью были высажены розы.

http://tvplus.dn.ua/pg/news/7/full/id=11859;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",229
"511",19420,40310,"И снова пожар на заводе в Славянске

Вечером 6 марта произошло возгорание на территории Славянского арматурно-изоляторного завода.

http://slavinfo.dn.ua/novosti/i-snova-pozhar-na-zavode-v-slavyanske","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",199
"512",19422,40294,"Что предлагает интернет

Судя по посещаемости сайтов, ресурсы для бесплатного изучения языков он-лайн пользуются большой популярностью.

http://tvplus.dn.ua/pg/news/8/full/id=11884;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",181
"513",19423,40292,"Третий иностранный освоить самостоятельно гораздо легче, чем первый

Украинский журналист Александр Боков поделился собственным опытом изучения иностранных языков. На сегодняшний день 44-летний мужчина знает их пять, не считая русский и украинский. Английским овладел еще в школе с углубленным изучением языка и в вузе. Немецкий в 1990-х годах учил с репетитором, чтобы получить работу на круизном судне. А вот итальянский выучил в буквальном смысле на ходу.

http://tvplus.dn.ua/pg/news/8/full/id=11883;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",504
"514",19424,40286,"Английский своими силами: возможно, но сложно

Насколько реально выучить иностранный язык самостоятельно, например, при помощи интернет-ресурсов. С таким вопросом мы обратились к преподавателю детского развивающего центра «Аля + Вова» Яне Лукьяненко.

http://tvplus.dn.ua/pg/news/8/full/id=11882;","2014-03-07",66,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",296
"515",19388,40441,"????БОЛЬШАЯ РАСПРОДАЖА ЧАСОВ ????

Вопросы и заказы - в личку ?http://vk.com/palitrateni?

ВСТУПАЙТЕ В НАШИ ГРУППЫ:
Косметика - ?http://vk.com/beautifactory?
Женские часы - ?http://vk.com/wowclock?","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",197
"516",19397,40411,"Славянск в огне: город бьёт рекорды по количеству пожаров за день

6 марта МЧС зафиксировала рекорд для Славянска. 9 раз пожарная машина выезжала на места тушения пожаров сухой травы и камыша по Славянску и Славянскому району.

http://slavinfo.dn.ua/novosti/slavyansk-v-ogne-gorod-bet-rekordy-po-kolichestvu-pozharov-za-den","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",323
"517",19398,40410,"Зал торжественных бракосочетаний славянского РАГСа наконец ремонтируют

По словам начальника славянского отдела РАГС Татьяны Аллахвердиевой, известие о том, что в учреждении начнется ремонт, поступило из горисполкома в последних числах февраля.

http://tvplus.dn.ua/pg/news/6/full/id=11872;","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",290
"518",19399,40408,"В канун 8 марта на улицах Славянска женщинам дарили тюльпаны и открытки от Алексея Азарова

В канун Международного женского дня на улицах города представители народного депутата Алексея Азарова дарили прекрасной половине Славянска тюльпаны. Подобное поздравление уже стало доброй традицией.

http://slavinfo.dn.ua/novosti/v-kanun-8-marta-na-ulitsakh-slavyanska-zhenshchinam-darili-tyulpany-i-otkrytki-ot-alekseya-a","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",414
"519",19400,40406,"Милые дамы, с праздником весны, ласки, внимания, с праздником женского обаяния. От чистого сердца желаем счастья, любви, благополучия. Пусть пополнится ваш дом очередным букетом цветов. Пусть не хватает полочек для подарков и вазочек для конфет. В этот день все только для Вас!)

Администрация группы [club43636290|г. Славянск - лучший город!]","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",343
"520",19401,40401,"Недоступная доступность

Тему сегодняшнего выпуска рубрики «Фотофакт» нам подсказали славянцы, в силу различных обстоятельств вынужденные перемещаться в инвалидной коляске. Они и обратили внимание редакции на состояние кнопок вызова, которыми должны быть оборудованы все общественные объекты. Пройдя по городу с фотокамерой, журналисты «ТВ плюс» сделали нижеследующую подборку кадров.

http://tvplus.dn.ua/pg/news/88/full/id=11863","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",430
"521",19402,40395,"На Бульварной тянут новый водовод

С наступлением тепла в Славянске на улице Бульварной возобновились работы по прокладке нового водовода. Делают это бестраншейным способом - с помощью специальной установки, которая бурит горизонтальный тоннель, а затем затягивает в него пластиковую трубу диаметром 110 миллиметров.

http://tvplus.dn.ua/pg/news/6/full/id=11873;","2014-03-08",67,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",362
"522",28448,1490,"Госорганам Украины предписано удалить русскоязычные версии своих официальных сайтов

Международная панорама  7 марта, 19:47 UTC+4
КИЕВ, 7 марта. /ИТАР-ТАСС/. Администрация назначенного Верховной Радой временно исполняющим обязанности президента Украины Александра Турчинова предписала органам украинской госвласти удалить русскоязычные версии своих официальных сайтов, сообщил ИТАР-ТАСС источник в кабинете министров страны.
""До 10 марта всем государственным органам исполнительной, законодательной и судебной власти Украины предписано заблокировать доступ к русскоязычным версиям своих официальных сайтов"", - сказал он.
По словам источника, на данный момент русскоязычные версии ликвидированы на интернет-ресурсах 14 ключевых министерств: Минздрава, МИДа, Минобороны, Минфина, Минпрома, Министерства социальной политики и других, а также с порталов Верховного и Высшего хозяйственного судов Украины.
""Кроме того, русский язык исчез с официальных интернет- страниц центральных органов исполнительной власти со специальным статусом: СБУ, Антимонопольного комитета и т.д."", - добавил собеседник.
Ситуация на Украине. Хроника событий. 7 марта","2014-03-08",67,-62257094,-62257094,"post","Separatist","Славянск Город Герой","after 22rd of February 2014","before 12 of April 2014",1139
"523",28450,1460,"В Приёмной Президента Российской Федерации по приёму граждан в Москве оказывается бесплатная юридическая помощь гражданам, принятым уполномоченными лицами на личном приёме.

С 30 января 2013 года посетителям Приёмной Президента Российской Федерации по приёму граждан в Москве оказывается бесплатная юридическая помощь квалифицированными специалистами – членами Общероссийской общественной организации «Ассоциация юристов России».

Центр оказания бесплатной юридической помощи Ассоциации юристов России работает в Приёмной Президента Российской Федерации по приёму граждан в Москве каждую среду и субботу, с 9:30 до 16:30, кроме праздничных дней.","2014-03-08",67,-62257094,-62257094,"post","Separatist","Славянск Город Герой","after 22rd of February 2014","before 12 of April 2014",645
"524",28451,1459,"Личный приём граждан в заявительном порядке в день обращения в Приёмную Президента Российской Федерации по приёму граждан проводят уполномоченные лица – работники Управления Президента Российской Федерации по работе с обращениями граждан и организаций.

В Приёмной Президента Российской Федерации по приёму граждан действует система электронных терминалов, предназначенных для регистрации и самостоятельной записи на личный приём к уполномоченному лицу – работнику Управления Президента Российской Федерации по работе с обращениями граждан и организаций.","2014-03-08",67,-62257094,-62257094,"post","Separatist","Славянск Город Герой","after 22rd of February 2014","before 12 of April 2014",554
"525",28452,1458,"Приёмная Президента Российской Федерации по приёму граждан в Москве
Москва, ул. Ильинка, дом 23/16, подъезд 11

Телефоны информационно-справочной службы:
(800) 200-23-16 ((бесплатный по территории Российской Федерации))
(495) 606-36-02 (Администрации Президента Российской Федерации)
(495) 625-35-81 (Управления Президента Российской Федерации)","2014-03-08",67,-62257094,-62257094,"post","Separatist","Славянск Город Герой","after 22rd of February 2014","before 12 of April 2014",344
"526",19372,40601,"Фоторепортаж: 9 марта - 200 лет со дня рождения Тараса Григорьевича Шевченко.

Альбом: https://vk.com/album-43636290_190231071

Источник: [id26302121|Сергей Ковалёв]","2014-03-09",68,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",165
"527",19354,40764,"Посмотрите на себя. Вы молоды. Вы боитесь. Почему вы так боитесь? Хватит бездействовать. Хватит молчать. Хватит волноваться о том, что думают другие. Носите то, что хотите. Говорите то, что хотите. Слушайте музыку, которую вы хотите слушать. Включите её как можно громче и танцуйте. Ходите гулять по ночам и забудьте что завтра у вас работа. Хватит ждать пятницы. Живите сейчас. Делайте это сейчас. Рискуйте. Рассказывайте секреты. Эта жизнь ваша. И ничья больше.","2014-03-10",69,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",463
"528",19355,40752,"Фоторепортаж: 7 марта наш родной город Славянск посетил известный певец и шоумен Артур Боссо, с праздничной программой «просто любить навсегда».

Альбом: http://vk.com/album-43636290_190346847

Источник: [id26302121|Сергей Ковалёв]","2014-03-10",69,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",231
"529",19338,40906,"Неля Штепа поздравила с 86-м днем рождения руководителя микрорайона «Славтяжмаш»

11 марта на аппаратном совещании торжественно поздравили руководителя микрорайона «Славтяжмаш» Николая Ивченко. В этот день он отмечал свой 86 –й день рождения. 

http://www.slavrada.gov.ua/?view=news&newsID=7740","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",294
"530",19340,40900,"В Славянске сожгли сто килограммов наркотиков

Центнер наркотиков и психотропных веществ сожгли в топке одной из котельных Славянска, все они были изъяты у наркодельцов в ходе оперативно-розыскных операций.

http://slavinfo.dn.ua/novosti/v-slavyanske-sozhgli-sto-kilogrammov-narkotikov","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",285
"531",19344,40867,"Житель Славянска ограбил ребенка, потому что так делают все его знакомые

4 марта, сотрудники сектора Уголовного розыска Славянского горотдела милиции задержали начинающего грабителя, который среди белого дня на улице забрал мобильный телефон у ребёнка.

http://slavinfo.dn.ua/novosti/zhitel-slavyanska-ograbil-rebenka-potomu-chto-tak-delayut-vse-ego-znakomye","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",359
"532",19345,40848,"После драки двое славянцев попали в больницу

27 февраля в 19-00 час. в Славянский ГО из горбольницы №1 поступило сообщение о том, что к ним с травматическим ранением левого бедра, забитой раной левого колена доставлен молодой мужчина, 1989 года рождения, неработающий, и с травматическим ранением грудной клетки доставлен молодой парень, 1990 года рождении, неработающий.

http://slavinfo.dn.ua/novosti/posle-draki-dvoe-slavyantsev-popali-v-bolnitsu","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",450
"533",19346,40827,"8 марта в центре Славянска неизвестные ограбили местного «менялу»

Как рассказал начальник сектора Уголовного розыска горотдела милиции Андрей Гадяцкий 8 марта около 14.45 к рынку «Восток» (многим известен как «Хитрый») подъехал автомобиль тёмно-синего цвета, предположительно Audi Универсал. Мужчины в авто опустили стеклопакет и окликнули местного менялу. Когда он подошёл к машине, его схватили за одежду и втянули в окно.

http://slavinfo.dn.ua/novosti/8-marta-v-tsentre-
slavyanska-neizvestnye-ograbili-mestnogo-«menyalu»","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",526
"534",19349,40811,"Средь бела дня в центре Славянска у женщины украли сумку

25 февраля около 22.00 жительница Славянска ехала в автобусе, возвращаясь из Донецка, где в этот день была конференция для медработников. Женщина вышла на остановке «Семейко», расположенной по ул. Фрунзе и направилась в сторону площади.

http://slavinfo.dn.ua/novosti/sred-bela-dnya-v-tsentre-slavyanska-u-zhenshchiny-ukrali-sumku","2014-03-11",70,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",388
"535",19322,41095,"Подробности нападения на «менялу» в Славянске

8 марта, около двух часов дня, у рынка на «САТУ» было совершено разбойное нападение на мужчину, занимавшегося обменом валюты. Неизвестные подъехали к «меняле» и предложили осуществить сделку. Севшего в авто мужчину избили, а после выбросили на улицу.

http://slavinfo.dn.ua/novosti/podrobnosti-
napadeniya-na-«menyalu»-v-slavyanske","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",378
"536",19325,41054,"Что сделать, чтобы тюльпаны стояли долго?

1. Сразу после того, как вы срезали цветы или вам подарили букет, обрежьте стебли. В отличие от других видов цветов, например роз, стебли тюльпанов обрезайте не наискосок, а ровно, окуните кончики стеблей в сахарный песок, обмотайте их бумагой. Это необходимо сделать для того, чтобы при установке в вазу они не изогнулись. Через 3-4 часа бумагу снимите.

2. Поставьте тюльпаны в ледяную воду. Чтобы воду сделать ледяной, добавьте в нее несколько кубиков льда. В течение дня систематически добавляйте кубики со льдом, не давая возможности согреться воде.

3. Вазу с тюльпанами поставьте вдали от солнечных лучей и источников тепла. Максимально долго букет будет храниться в холодном помещении.

4. Для сохранения тюльпанов в свежем виде максимальное количество времени добавьте в воду препарат, который помогает сохранять любые цветы. Он продается в цветочных магазинах, имеет торговое название «Кризал». Все цветочные магазины используют именно этот препарат для сохранения привезенных букетов.

5. Вместо указанного препарата вы можете использовать подручные средства, например таблетку аспирина, лимонную кислоту, подслащенную воду, уксус, водку, медицинский спирт, хлорсодержащее средство. Любые указанные препараты добавляйте в воду в минимальном количестве и перед установкой букета тщательно взбалтывайте содержимое. На 1 лит воды добавляйте 1 таблетку измельченного аспирина или 1 г лимонной кислоты, 1 чайную ложку сахара, половину чайной ложки столового 8% уксуса, чайную ложку спиртосодержащих средств или 1 каплю хлорсодержащих средств.

6. Ежедневно меняйте воду, ополаскивайте стебли под проточной водой, делайте новый срез и всегда добавляйте в вазу лед.

7. Если у вас есть возможность, то выносите вазу на ночь в помещение с температурой плюс 2 градуса, это будет способствовать тому, что бутоны на ночь будут закрываться и долго не распадутся при хранении.","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",1917
"537",19326,41038,"32 интересных факта из мира рекламы и бизнеса:

1. Первая зубная паста Колгэйтт продавалась в бутылках.
2. Стив Джобс: «Я назову компанию Apple, если к 5 часам вы не предложите лучшего».
3. Создателю символа NIKE заплатили только 35$ за дизайн.
4. Самый производительный день рабочей недели - вторник.
5. 'Проститутка' - бренд безалкогольного напитка, произведенного и проданного компанией Coca-Cola, Inc.
6. 20 % смокингов берут на прокат в мае.
7. 90 % всех ресторанов терпит убытки в течение своего первого года работы.
8. Корова - японский бренд крема для бритья.
9. Duracell, производитель батареек, построил часть своего нового международного офиса, используя материалы из отходов собственного производства.
10. В 2004 японская Ассоциация Мороженого продвинула ""сырое мороженое"" с мясом в надеждах, что это повысит популярность мороженого!
11. Microsoft сделал 16 005$ дохода за первый год работы.
12. Нефтяной магнат, Джон Д. Рокфеллер, был первым в мире миллиардером.
13. Первым продуктом, который выпустила Sony, была кухонная плита.
14. В ресторанах Японии не дают чаевых.
15. Компания Walt Disney производит приблизительно 120 000 килограммов мусора каждый день.
16. Yahoo! был первоначально назван 'Справочником Джерри по Всемирной паутине'.
17. M&M расшифровывается как Mars & Murrie, которые были создателями этих конфет.
18. Один квадратный метр «гламурного» паркета из железного дерева может стоить до 1500 долларов.
19. Средний возраст женщины, идущей на операцию по увеличению груди - 34 года.
20. Первая реклама была напечатана в Англии в 1477 году. Это была реклама молитвенной книги.
21. На первом логотипе Apple был Исаак Ньютон.
22. Товары для детей всегда лежат низко. Если не хотите истерик, сажайте детей на тележки.
23. На одной из фирм во Франции устраивают ежедневные курсы сексуального общения с 11:30 до 11:40.
24. Macintosh — название продававшегося в США сорта яблок, любимого фрукта Джобса.
25. В большинстве рекламных объявлений время, показанное на часах, обычно 10:10.
26. American Airlines сэкономили 40 000 долларов, изъяв всего лишь одну оливку из салатов, подаваемых пассажирам первого класса.
27. 80% игрушек сделано в Китае.
28. Самая часто исполняемая песня в мире - Haррy birthday to you - находится под защитой авторских прав.
29. Из одного кубометра дерева можно сделать полмиллиона зубочисток.
30. Среднестатистический банкомат ошибается за год на 250 долларов - причем не в свою пользу.
31. Tide занимает примерно 70 процентов рынка стиральных порошков.
32. Китайская пословица гласит: ""Тот, кто не умеет улыбаться, не должен заниматься торговлей"".","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",2597
"538",19327,41036,"Инвалидам труда вручены ключи от автомобилей

3 марта на базе ПАО «Донецк Авто» г.Макеевки инвалидам труда Донецкой области, нуждающимся в обеспечении специальным автотранспортом, согласно актов освидетельствования МСЭК, вручены ключи от 24 новых автомобилей ЗАЗ-СЕНС. 

http://www.slavrada.gov.ua/?view=news&newsID=7742","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",320
"539",19328,41027,"В Славянске начался творческий фестиваль «Хай дух Тараса об'єднає нас»

В Славянске 6 марта стартовал первый открытый городской фестиваль-конкурс детского и юношеского творчества «Хай дух Тараса об'єднає нас», посвященный 200-летию со Дня рождения Кобзаря.

http://tvplus.dn.ua/pg/news/12/full/id=11889;","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",303
"540",19329,41014,"Охранник парковки продал машину жителя Славянска

Пустое парковочное место вместо своего авто обнаружил водитель из Славянска. А ведь еще накануне он припарковал свою иномарку на охраняемой стоянке базы отдыха у Оскола под контролем сторожа.

http://slavinfo.dn.ua/novosti/okhrannik-parkovki-prodal-mashinu-zhitelya-slavyanska","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",326
"541",19332,40980,"Новорожденных будут прописывать работники УТи СЗН

Теперь родителям не нужно отдельно регистрировать место проживания новорожденного, сообщают в государственной миграционной службе Донецкой области.

http://slavinfo.dn.ua/novosti/novorozhdennykh-budut-propisyvat-rabotniki-uti-szn","2014-03-12",71,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",280
"542",19302,41256,"Отопительный сезон в Славянске закончат по плану - 15 апреля

ПЕ «Славянсктеплосеть» планирует завершить отопительный сезон в соответствии с графиком – 15 апреля.

http://slavinfo.dn.ua/novosti/otopitelnyi-sezon-v-slavyanske-zakonchat-po-planu-15-aprelya","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",254
"543",19303,41255,"Славянское троллейбусное управление – лучшее в Украине!

Подведены итоги конкурса на лучшее предприятие городского электротранспорта Украины по результатам работы в 4 квартале 2013 года. 

http://www.slavrada.gov.ua/?view=news&newsID=7748","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",238
"544",19305,41247,"В Славянске успешно развивается физическая культура и спорт

Вся деятельность в сфере физической культуры и спорта в городе строится в соответствии с программой развития физической культуры и спорта в г. Славянске на 2012-2016 годы.

http://slavinfo.dn.ua/novosti/v-slavyanske-uspeshno-razvivaetsya-fizicheskaya-kultura-i-sport","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",327
"545",19306,41242,"В Славянске задержан ""домушник""

Дважды пришлось выезжать на охраняемый дом в частном секторе г. Славянска наряду государственной службы охраны, и, как оказалось позже, старания правоохранителей не пропали даром. Проникший в чужое жилье 41-летний житель соседнего региона был задержан и доставлен в горотдел милиции.

http://slavinfo.dn.ua/novosti/v-slavyanske-zaderzhan-domushnik","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",380
"546",19307,41239,"В Горловке жительница Славянска под видом соцработника выманила у пенсионеров 25 тыс.грн

Злоумышленница незаконно присвоила свыше 25 тысяч гривен горловчан. За данные деяния ей грозит до трех лет лишения свободы.

http://slavinfo.dn.ua/novosti/v-gorlovke-zhitelnitsa-slavyanska-pod-vidom-sotsrabotnika-vymanila-u-pensionerov-25-tysgrn","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",335
"547",19308,41235,"Бездомные собаки ждут передач

Неля Штепа сообщила, что на просьбу директора КАТП Александра Бабаева оказать помощь в содержании отловленных бездомных собак, которые коротают дни на территории предприятия, откликнулись местные предприниматели.

http://tvplus.dn.ua/pg/news/7/full/id=11905;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",289
"548",19311,41224,"Одному жарко – остальным холодно

Главный инженер ПЕ «Славянсктеплосеть» Валентин Воробьев сообщил, что за истекшую неделю ни одной жалобы в адрес предприятия не поступило.

http://tvplus.dn.ua/pg/news/7/full/id=11904;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",218
"549",19313,41206,"Детские площадки: починить, покрасить, привезти песок

На аппаратном совещании 11 марта начальник УЖКХ Александр Шилов отчитался об исполнении поручения городского головы о подготовке детских площадок к весенне-летнему сезону.

http://tvplus.dn.ua/pg/news/7/full/id=11900;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",272
"550",19315,41192,"Фестиваль по жиму лежа

В Константиновке состоялся фестиваль по жиму лежа, в котором приняли участие сильнейшие атлеты региона, среди которых были чемпионы Украины и области.

http://tvplus.dn.ua/pg/news/15/full/id=11898;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",221
"551",19316,41191,"От субботников – к воскресникам

На прошлой неделе состоялся третий в этом году субботник. Работники коммунальных предприятий, бюджетных учреждений и организаций города вышли на закрепленные улицы, где убирали мусор и очищали дороги от прибордюрной грязи.

http://tvplus.dn.ua/pg/news/7/full/id=11902;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",301
"552",19317,41186,"Международный турнир по боксу

4-8 марта в поселке Ягодное (Магадан, Россия) состоялся международный турнир по боксу, в котором приняли участие спортсмены из России, Украины, Казахстана, Израиля и Дагестана.

http://tvplus.dn.ua/pg/news/15/full/id=11897;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",254
"553",19318,41182,"На очереди – памятники

Следующими объектами, требующими внимания, стали памятники воинам Великой Отечественной войны.

http://tvplus.dn.ua/pg/news/7/full/id=11901;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",164
"554",19319,41181,"Чемпионат области по вольной борьбе

7-9 марта в Донецке состоялся чемпионат Донецкой области по вольной борьбе среди юниоров (1994-1996 г.р.), в котором приняли участие 16 команд.

http://tvplus.dn.ua/pg/news/15/full/id=11896;","2014-03-13",72,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",227
"555",19281,41346,"КАТП: на страже чистоты

АТП 052814, или КАТП, занимается вывозом твердых бытовых отходов и отловом бродячих собак. На предприятии работают 69 человек, средняя зарплата составляет 2,5 тысячи гривен.

http://tvplus.dn.ua/pg/news/6/full/id=11924;","2014-03-14",73,-43636290,-43636290,"post","Neutral or Pro-Ukrainian","Славянск - лучший город!","after 22rd of February 2014","before 12 of April 2014",244
